l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
20449816887807,-49918927289857,-32387581003517,-25940996,-25940996,-6850548,7095068,7095068,-41528660,4,-8181396,-1769941,-4,-2200769,3482578,0,-1773767,-6485249,281197612767569,203583147123977
34692604819488,35676139358176,-19064377626033,4677760,-4677760,43822396,23924864,-23924864,-16558148,4,3719135,5237536,4,-420402,-5718063,0,5981216,-1169440,281197612767569,182164063783601
5090218684159,5256579171218,-70368744177664,9166844,34375240,0,-25940772,25546376,0,0,6386594,-8593810,0,6485193,2291711,-4,946430,-450453,281197612767569,211690744401049
-29702792217459,40665951960205,-8008870540657,-22995404,-22995404,-21098948,-6834956,-6834956,42690684,-4,-5973238,-3702553,4,-4699433,-1572184,0,-1708739,5748851,281197612767569,136847165777089
-26823818592491,-43544925585173,19820999674482,-17102764,17102764,-35249720,21964084,-21964084,-20562296,-4,-4727716,4248877,-4,412858,-4563553,0,-5491021,-4275691,281197612767569,167387631246633
-35230527734777,24509360100914,-35138216442887,-15928292,37376200,15928292,25692700,10396872,-25692700,-4,939281,6052848,0,6423175,3982073,-4,3538499,-3291202,281197612767569,161802617507793
32809121956893,-37559622220771,-3907913854323,10615924,10615924,-53971404,-16288364,-16288364,-23247532,4,2875975,-7349256,-4,2935908,-6143595,0,-4072091,-2653981,281197612767569,47107557353145
-64073958941,70368744177664,-9976002306225,7797644,0,-70229700,5600844,0,93945596,0,23486399,17557425,4,-177119,292350,0,-1400211,1949411,281197612767569,269541522922465
-16242783940787,-21640392355303,6485679647520,-3512012,10536036,118893696,-7495276,22485828,-66844544,-12,-4621037,-9383568,-4,4030033,6779952,0,1873819,-878003,281197612767569,16579332012361
23103101143600,21034086818327,-47265643034064,-7509824,-34124708,-7509824,30187712,-12750372,30187712,4,114811,6291460,0,-7546928,-1877456,-4,-3302404,2239717,281197612767569,153035265022193
23551699569749,-46817044607915,12308421270116,-19645100,-19645100,44915088,13122548,13122548,27309584,4,-5116163,6611570,-4,-1711233,4617202,0,3280637,4911275,281197612767569,163377659749593
24404070547213,-45964673630451,13412598165567,18753588,18753588,-24976132,17744884,17744884,36403772,4,6790275,3184956,-4,2310668,3059077,0,-4436221,4688397,281197612767569,137685176620801
-6396772145155,70368744177664,-30548990309022,23464948,0,-12882552,1508564,0,-48810424,0,12202606,-3220638,4,1272988,-2839461,0,377141,-5866237,281197612767569,146515223017833
5014414819989,-65354329357675,-12026257235043,-10742188,-10742188,21854836,2954580,2954580,98799988,4,-22813660,5533339,-4,-1886337,-69630,0,738645,2685547,281197612767569,141300623074833
19244574782765,51124169394899,-17482996653208,8093876,-8093876,-48960096,-18583340,18583340,-26693984,4,3694166,-9395327,4,-2979330,2844697,0,-4645835,-2023469,281197612767569,37966455244537
-18593910428163,-51774833749501,-19374464751889,-13818892,13818892,-36831300,-15690188,15690188,39656572,-4,-6214490,-7725973,-4,3699653,1481852,0,-3922547,3454723,281197612767569,199847694865953
13611102482445,29535436730329,-15794887502384,1961012,-5883036,-119793856,-8857196,26571588,-33075904,12,1979629,-12900208,4,-2096449,5682752,0,-2214299,-490253,281197612767569,55990044515721
12921007845213,-25581689383342,-31866046949109,-35346060,-16920248,-18425812,-2483468,30664776,-33148244,4,-6484247,-240938,-4,-1802814,4847391,-4,-1181947,-3989124,281197612767569,133398882957105
-5894856295667,-19526343862110,2240804252136,9967668,-6645112,54593440,-1643820,1095880,329862304,-8,22891770,-3734328,-12,-6895133,1222688,0,136985,830639,281197612767569,245934070336793
5951050967602,27645105631539,42723638546125,-4677432,-33974068,33974068,31489096,-11991028,11991028,0,-2997757,8493517,4,-4526049,-1428256,4,3346225,-258898,281197612767569,96341375244609
16305530632121,54063213545543,11714289262596,-8332572,8332572,48689168,23612228,-23612228,-2851440,4,-435003,9005002,4,-1147863,-3167290,0,5903057,2083143,281197612767569,25839479006633
-26774824252194,43593919925470,-14439429827941,-18285704,-18285704,-26640788,7299960,7299960,-50937236,-4,-7514510,5064079,4,-5219799,1596118,0,-1824990,-4571426,281197612767569,82781156379729
1975382975924,34196680600870,-8272542555479,-19446064,9723032,-60963164,13245264,-6622632,-74273468,4,-9218198,7120717,8,131971,-999357,0,-1655658,-2430758,281197612767569,36682090395449
-8592486751327,30316423863060,-40052320314604,3074692,32021584,32021584,-34153788,10486096,10486096,0,2621524,-8005396,4,5179999,-540000,-4,3358448,1308673,281197612767569,178144541827169
-21023217123497,49345527054167,-28572623148249,24428892,24428892,-13422436,10259068,10259068,40452028,-4,8133068,-126691,4,1979939,3482300,0,-2564767,6107223,281197612767569,152969827668425
-20793440002421,26830041949428,49575304175243,30928428,-5487664,30928428,2624428,35937744,2624428,-4,6079443,3914606,0,-656107,7732107,4,2904993,-2542690,281197612767569,159880387782001
-13976015954881,-21126263320545,-70368744177664,14456060,-31464324,0,27137756,18817628,0,0,4704407,7866081,0,-6784439,3614015,-4,1102492,-2647299,281197612767569,215750484165977
5715628903488,-18831040695919,70368744177664,-22662912,32334404,0,21127424,19536644,0,0,-4884161,8083601,0,5281856,5665728,4,1810163,859596,281197612767569,254697152686977
-11663682253118,-13039239609985,58705061924546,20574984,-20829700,20574984,-17005624,-37505636,-17005624,-4,8610041,-3391160,0,-4251406,-5143746,4,766368,-1816265,281197612767569,41132209758697
16278498394866,-30983640708807,39385103468857,-27982904,25239780,25239780,18537928,23514596,23514596,0,-5878649,6309945,-4,1233985,5375168,4,3400497,1620558,281197612767569,190765873185425
23462466609393,46906277568271,-11682424024806,-15818812,15818812,33201256,-7406492,7406492,-55629656,4,-8962979,-6189358,4,4944435,2110956,0,1851623,-3954703,281197612767569,32018077841273
14723541002871,-40921662171922,11627926741291,4976092,9952184,-87394132,-11509092,-23018184,-24129940,8,4458979,-12294485,-4,786753,-4777024,0,-2877273,-1244023,281197612767569,106259024919201
9591203252665,-23301531957064,-47067212220600,-7068956,33178336,-33178336,-32280380,-7765024,7765024,0,-1941256,-8294584,-4,5133215,-2312590,-4,-2936880,-545351,281197612767569,137486353913353
-19488643012963,18610676620005,50880101164701,-25721228,-26462316,-25721228,19423732,-23789804,19423732,-4,-5584569,3082746,0,-4855933,-6430307,4,-362882,3532833,281197612767569,26398006748081
3072535387157,-32835852569741,37532891607923,-31228844,13279692,13279692,21111284,27075884,27075884,0,-6768971,3319923,-4,2519499,4309126,4,2758322,3498085,281197612767569,230939541638553
-14437019636553,4598716287515,70368744177664,13367004,31087724,0,-29060324,16644012,0,0,4161003,-7771931,0,7265081,3341751,4,378896,-1812897,281197612767569,255908496379329
4415938098983,-23005229227308,70368744177664,23683228,13482832,0,4125244,-45191472,0,0,11297868,3370708,0,1031311,-5920807,4,-371829,-2147180,281197612767569,49210748612137
-16194254855161,-54174489322503,-28682363364516,26121244,-26121244,-8290960,2565660,-2565660,42288496,-4,8400558,-1066029,-4,-2171566,-3138769,0,-641415,6530311,281197612767569,230914271807697
-29256115695649,41112628482015,13289295865979,17752956,17752956,35083756,-17311780,-17311780,29208524,-4,5083580,-4286211,4,2218551,-4484728,0,4327945,4438239,281197612767569,79169784956857
21966396277824,48402347899840,-18408817182101,-22802176,22802176,11460012,3907840,-3907840,47412844,4,-7897520,3461951,4,3955691,596948,0,976960,5700544,281197612767569,265905831879905
21299441801273,-49069302376391,-18895410871656,-22848284,-22848284,-11031968,8491972,8491972,-45176992,4,-8445734,389389,-4,-2848514,2368603,0,-2122993,-5712071,281197612767569,161835615447625
-3384776143419,-70368744177664,-19094948041882,17597204,0,11687320,6776724,0,-59480936,0,14870234,2921830,-4,-1174992,1053233,0,1694181,-4399301,281197612767569,138716260921841
-25526051494862,-44842692682802,-3009847778941,-8025912,8025912,-53536244,16015112,-16015112,-33455508,-4,-5158654,8614855,-4,3205223,-4769206,0,-4003778,-2006478,281197612767569,259524955645401
27439336091691,42929408085973,14054725908239,24032428,-24032428,-28524484,6815468,-6815468,38759804,4,6251799,3150440,4,-3438152,-3980681,0,-1703867,6008107,281197612767569,198125750353921
-30978089097090,39390655080574,5787192200715,12052984,12052984,37334060,15732024,15732024,-44682676,-4,6576514,4976855,4,4594155,4356660,0,3933006,-3013246,281197612767569,259681193593449
-7797641318479,32166336889297,38202407288367,37214916,3253060,-3253060,8688068,31013444,-31013444,0,7753361,-813265,4,-320005,4960772,4,1852012,-4342957,281197612767569,130074647781137
-10499343303207,-59869400874457,-25255897358981,-11570332,11570332,-42980884,-20634876,20634876,20655820,-4,-2541964,-10180155,-4,2621991,565066,0,-5158719,2892583,281197612767569,94740846356473
-32031904728823,-38336839448841,-26345095177257,28942372,-28942372,5780316,-4256412,4256412,38051356,-4,4784202,-3496185,-4,-4728637,-2051106,0,1064103,7235593,281197612767569,148129474027297
5934863189659,-34759565039710,-10772849956371,1527404,9164424,-250653772,3846156,23076936,105961748,24,12202079,31304179,-4,2381393,5226544,0,-961539,381851,281197612767569,188047241121417
28422233133362,12690515718029,-41946511044302,-24167224,28502580,-24167224,-15668280,-28108876,-15668280,4,-4895312,-3157969,0,3917070,-6041806,-4,-2131907,-3967676,281197612767569,40302593790001
32262894155741,38105850021923,20309330007668,-12596364,12596364,39193040,26311700,-26311700,7515216,4,-2915878,4397053,4,-1037074,-5401207,0,6577925,3149091,281197612767569,33606694325785
-24894119899263,-20580504379138,10721681156430,-13821436,27642872,35892536,5894596,-11789192,66152888,-8,-4387814,3677288,-4,6075204,-2647923,0,1473649,3455359,281197612767569,81895606747713
-28021718366075,-42347025811589,-5140457775964,-20484588,20484588,27878032,4072180,-4072180,49421328,-4,-7509652,3820061,-4,4845680,-3149447,0,1018045,5121147,281197612767569,112424008545961
33153301854962,37215442322702,-18376930313867,2024392,-2024392,62878164,17515464,-17515464,-12131884,4,2747576,8181319,4,-285395,-7538222,0,4378866,-506098,281197612767569,272938558735697
-13251499882974,-18630152825105,-70368744177664,-32026488,-19349572,0,-7227448,30788636,0,0,-7697159,-4837393,0,-1806862,8006622,-4,1927859,-1208802,281197612767569,59157456361529
-11482894064728,-58885850112936,-20516083732365,20639392,-20639392,-92724,-1394528,1394528,-54544756,-4,11512656,1484961,-4,-2123533,1508142,0,-348632,-5159848,281197612767569,270188195359073
22321190711675,3405172042639,3003398504151,6060524,-18181572,-74072228,2661004,-7983012,153252988,12,1939174,702095,4,-12124691,-5938654,0,-665251,1515131,281197612767569,50952869954249
15777661864085,-11272729740961,54591082313579,26553940,17598844,-26553940,11572436,-34730756,-11572436,4,7199370,2349781,0,2893109,-6638485,4,-1483319,-2049930,281197612767569,137831556169329
5992602434972,-32188070871346,2974923636921,17041008,8520504,64749284,9622000,4811000,-95580156,4,10879221,7494458,-8,2136597,1198405,0,1202750,-2130126,281197612767569,187219150603865
-11523567296329,11461614522128,-47383562359207,10929884,-24445888,-35375772,33595420,27871296,-5724124,-4,4458775,5555722,4,-5889806,3288221,-4,-2509049,-555750,281197612767569,153733793420417
-11346539999915,-24982584178004,4346598731105,-48812,195248,-202370684,5564724,-22258896,4857316,-16,87389,17958591,-4,-281735,-8158520,0,-1391181,-12203,281197612767569,231032122438377
31711974953271,38656769224393,-4730109772269,14780636,-14780636,28265548,-7583780,7583780,61671244,4,8597152,-3633505,4,-6820659,3432882,0,1895945,3695159,281197612767569,127506334530449
24003045862433,46365698315231,64657780451,986244,-986244,-49492084,22891300,-22891300,-7136404,4,-1170279,8152310,4,613822,-4220711,0,-5722825,246561,281197612767569,279074764658809
1428364862713,3555813611500,70368744177664,-22376476,-22663248,0,22358820,-27670864,0,0,-6917716,5665812,0,-5589705,-5594119,4,422872,167671,281197612767569,52956438807457
21176482584443,49192261593221,8861832549779,22352364,-22352364,7645772,-5362292,5362292,48536300,4,8313672,-2039953,4,-3820403,-128510,0,1340573,5588091,281197612767569,101315627779849
-24368383131189,11341189471136,46000361046475,-12158164,42266240,-12158164,-23902292,-9511296,-23902292,-4,-591323,-7397284,0,5975573,-3039541,4,-1786501,-3169276,281197612767569,51257013320881
-15059074734856,25191519973096,-2004739683997,3257312,9771936,151337356,-5473568,-16420704,91346668,-12,8058415,-13614028,4,4926084,-8073437,0,1368392,814328,281197612767569,149049461821081
25829897639014,-7239521784371,-44538846538650,-20055656,16311092,-20055656,-22275048,-38022668,-22275048,4,-5443557,-3096796,0,5568762,-5013914,-4,-4062110,-980977,281197612767569,144757295134401
27802045863288,-42566698314376,-9818289787787,-10979872,-10979872,-42123820,-22365472,-22365472,16737972,4,-3311381,-5987276,-4,-873112,-4543679,0,-5591368,2744968,281197612767569,278987667242793
11961728836653,22521828831052,2703616278316,1522868,-6091472,162778288,-6449484,25797936,49947824,16,3748712,-13082988,4,-2184561,6902896,0,1612371,380717,281197612767569,24020655325649
4612019606714,6849878514451,70368744177664,28388072,16105548,0,-8635096,34762028,0,0,8690507,-4026387,0,2158774,7097018,4,-779723,-426950,281197612767569,236429793929401
-2265437113225,2392502107326,-70368744177664,-18999844,-32556296,0,24110492,-17944968,0,0,-4486242,8139074,0,-6027623,-4749961,-4,-60507,-423524,281197612767569,31571357036001
1630326644623,-2210819460334,70368744177664,-25402820,21775432,0,12377692,33711624,0,0,-8427906,5443858,0,3094423,6350705,4,292480,73399,281197612767569,181618939845449
79257724128,-17572371613384,-1490436804481,-4975744,-1243936,-447879684,5555072,1388768,-405084292,4,-25296606,27954365,-16,-84649,152461,0,-347192,-310984,281197612767569,242696745569009
-27135863673426,16097016830812,-12247651961165,5914296,11828592,-81875252,-9577352,-19154704,-57784020,-8,4138025,-4167599,4,5153990,-8150607,0,-2394338,-1478574,281197612767569,183132164630233
4593523981389,65775220196275,26043982479344,6561076,-6561076,75382720,9916660,-9916660,-57666624,4,12558010,18222549,4,-1858646,-623131,0,2479165,-1640269,281197612767569,188339549825281
13946097456345,7438387209377,70368744177664,-28061852,-29626748,0,18881220,-20187932,0,0,-5046983,7406687,0,-4720305,-7015463,4,1499205,-726326,281197612767569,182062283725673
26833380847621,-19332281195113,-43535363330043,-24572908,31349340,-24572908,-21445868,-18458788,-21445868,4,-1382050,-6536479,0,5361467,-6143227,-4,-3232647,-1300856,281197612767569,215976105269265
-459796783441,70368744177664,15525489830962,16375484,0,25995464,12828700,0,-48390136,0,12097534,6498866,4,-628554,945697,0,3207175,-4093871,281197612767569,180294832441593
-17103388103237,1955191764716,1827605036569,1272556,5090224,-301435804,-3225940,-12903760,-120612444,-16,754019,-2126895,4,7349773,-18308014,0,-806485,-318139,281197612767569,65025229236257
13983886229202,-56384857948462,8192302449039,-14847160,-14847160,44493372,-12652792,-12652792,-37915300,4,-7963423,-8480754,-4,-1515402,-2642589,0,3163198,-3711790,281197612767569,35137469693833
-14213101159212,-41942541859240,10501607889701,-2874544,5749088,100546708,10082640,-20165280,39005716,-8,-5059885,15196943,-4,2345772,-4969867,0,2520660,718636,281197612767569,67574931614001
-12241935317250,-58126808860414,14468069727369,-15244296,15244296,-32362972,8014264,-8014264,-56843196,-4,-12150510,5899639,-4,2060289,-2191104,0,-2003566,-3811074,281197612767569,52462604652313
-5252945858766,13428175083945,-70368744177664,242888,48603812,0,23158856,-1199004,0,0,299751,12150953,0,5789714,-60722,-4,1082451,-918642,281197612767569,8302573857601
-2738648572556,30938978464237,39429765713427,796112,-36932684,36932684,-30495408,474004,-474004,0,-118501,-9233171,4,-4276490,-470863,4,3347362,-271835,281197612767569,77001925937065
-12912005978612,28728369099526,-9084866983137,2353200,1176600,-143732612,15456304,7728152,12844156,-4,1560355,14631902,8,90329,6669349,0,-1932038,294150,281197612767569,77536887504465
17018375881917,23822785616906,-53350368295747,-9601292,37947432,-9601292,24854036,19034216,24854036,4,-5711253,6379892,0,6213509,2400323,-4,952699,3106966,281197612767569,47536046438713
13900307224569,42568129728526,-21846671812644,-12231708,24463416,6123376,-1922524,3845048,-91085200,8,-13476598,-2824780,4,4647351,-646968,0,480631,-3057927,281197612767569,128579411047009
23463905233691,-46904838943973,-2252173449840,-12492692,-12492692,34166336,12204300,12204300,56747072,4,-9358651,5793418,-4,-4828117,2748166,0,3051075,3123173,281197612767569,26788323996617
1621312160263,6285128049919,70368744177664,25365532,9156604,0,9748380,-40867972,0,0,10216993,2289151,0,2437095,-6341383,4,-453076,513651,281197612767569,28166792681329
-1727525013158,70368744177664,34391170669261,7486824,0,70227764,-11119448,0,46081748,0,11520437,-17556941,4,-1075774,-1345771,0,2779862,1871706,281197612767569,9795425797977
564985795673,-15632272085071,70368744177664,-12268188,28236484,0,-28539868,-26086524,0,0,-6521631,-7059121,0,7134967,-3067047,4,1637380,-624661,281197612767569,6034387926401
-905481910254,34731631133705,-1232315800648,-15624120,-7812060,72789728,14382856,7191428,77116384,-4,-9546994,8947435,8,-185108,302562,0,1797857,1953015,281197612767569,257531606107113
-9197368084301,-27702198367150,-70368744177664,3126988,44607816,0,-25182772,815944,0,0,203986,-11151954,0,6295693,781747,-4,-2505099,1149836,281197612767569,10219909493905
8048354899397,15725111319824,-70368744177664,-12049644,40645696,0,28025908,-1098176,0,0,274544,10161424,0,7006477,3012411,-4,1597119,1835378,281197612767569,149906242025849
-12442352525782,-57926391651882,23380703560019,-1994584,1994584,-72984244,-15575768,15575768,-5457652,-4,-170638,-14854177,-4,-1535051,3391884,0,-3893942,498646,281197612767569,139776283135137
-18373020211923,14670577477512,51995723965741,19873972,-23757280,19873972,16706580,36680992,16706580,-4,5905177,5424424,0,-4176645,4968493,4,3265071,514896,281197612767569,209835732875273
13136353659884,-28616195258890,6083037286551,1376176,688088,-118421924,18842032,9421016,14889180,4,1717311,12024512,-8,287673,5556457,0,-2355254,172022,281197612767569,247090979853745
5459564793791,-70368744177664,17792879491655,-5610756,0,-51057380,-20661284,0,12652284,0,-3163071,-12764345,-4,-1551469,-635650,0,-5165321,1402689,281197612767569,249745255993241
12203250283254,58165493894410,31694715066769,15414232,-15414232,-30211516,-7902632,7902632,-57553916,4,12783103,-4507392,4,-1605376,3045487,0,-1975658,-3853558,281197612767569,275095744077761
6522771840242,18138997116293,70368744177664,20343752,21332500,0,-16297848,38253812,0,0,9563453,-5333125,0,4074462,5085938,4,-1936753,-816656,281197612767569,136915707973673
6799104269635,-27314559517668,43054184659996,26282252,25165936,25165936,21068556,-22665104,-22665104,0,5666276,6291484,-4,3770111,-3412222,4,1497028,-3158341,281197612767569,187451146336977
18299754118665,-52068990058999,-17731878456637,-23350236,-23350236,-41204,-1568572,-1568572,-48220692,4,-8821349,-1463356,-4,-3233824,1473657,0,392143,-5837559,281197612767569,183901358361017
-30663375060645,-13489747322714,-39705369117019,-23185044,26413720,23185044,-17889748,-28180456,17889748,-4,-4832556,-2614819,0,4472437,-5796261,-4,2212558,3988611,281197612767569,53900268058337
-7690523191760,-34749340052045,-35619404125619,-21718848,-29218100,29218100,-20450624,24327788,-24327788,0,-6081947,-7304525,-4,-1923246,3546727,-4,3189410,-1882985,281197612767569,276122042616905
-2384734177011,-70368744177664,24364642067120,20189236,0,-26817856,-10383180,0,-41975104,0,10493776,-6704464,-4,-1254399,-1520384,0,-2595795,-5047309,281197612767569,126144215622641
1733742962484,21745690921689,70368744177664,-22459184,-4610204,0,-8457392,48394884,0,0,-12098721,-1152551,0,-2114348,5614796,4,951474,-1706715,281197612767569,22856286840793
10070815718890,50227112739884,-14552311464537,12586920,-25173840,31685276,-2720984,5441968,82600412,8,15020779,-4352509,4,-2814662,1784405,0,680246,3146730,281197612767569,45804618666497
15879998863239,-38608746451186,-17255092767972,-11541988,-23083976,-58139536,8066748,16133496,-56914192,8,-8795704,6559654,-4,-2716422,3987615,0,-2016687,-2885497,281197612767569,31384100645993
-15068369213179,55300374964485,22161387651626,-19992556,-19992556,-43900760,17881876,17881876,-17049944,-4,-4757636,7050949,4,495150,3924241,0,-4470469,-4998139,281197612767569,117227374629137
16567665283713,53801078893951,-12649720314515,11150852,-11150852,-34750028,22185636,-22185636,31831508,4,5087228,7143243,4,-2870649,-1544264,0,-5546409,2787713,281197612767569,156584691722745
-304498061465,70368744177664,-23006702099809,9552284,0,58404476,-10602404,0,53041980,0,13260495,-14601119,4,923981,717586,0,2650601,2388071,281197612767569,57364101476641
20951272890235,-49417471287429,28963568450258,-16240148,-16240148,20603720,4091788,4091788,64136968,4,-11681321,1946216,-4,-4352921,3204714,0,1022947,4060037,281197612767569,112748090585225
-16011104743279,54357639434385,-16730074611080,-21963196,-21963196,18950624,10379716,10379716,42307040,-4,-8787155,2354260,4,-1789605,2383396,0,2594929,5490799,281197612767569,215223026745905
11389885792100,36199086801364,-21255462117145,-7541360,22624080,59180956,-4375024,13125072,-114963588,12,-13793757,-9319414,4,4982380,1825275,0,1093756,-1885340,281197612767569,145582235144217
28863934654817,12640874868030,-12280809217028,-1769084,3538168,94838768,11675972,-23351944,10494192,8,547562,4413524,4,1585555,-9648084,0,2918993,442271,281197612767569,62286936069185
429860259535,-70368744177664,28256098564156,-4587716,0,100823280,-8499748,0,-58619024,0,-14654756,-25205820,-4,763733,-614516,0,2124937,-1146929,281197612767569,280060053657769
12035425936379,-14610497939151,58333318241285,22430700,21594308,-22430700,11496428,-39126844,-11496428,4,8705453,3310930,0,2874107,-5607675,4,-1076258,-2087647,281197612767569,188365602305873
10243958148878,-30062393014393,-4564846228684,9061432,4530716,-118891312,10763000,5381500,107286864,4,11371292,12771435,-8,4079132,4179958,0,-1345375,1132679,281197612767569,65183408970297
-351245440035,18992975755930,70368744177664,-31614092,-18922904,0,7403188,-31182616,0,0,-7795654,4730726,0,-1850797,-7903523,4,460630,2156825,281197612767569,124546590358369
-14422816451141,-41523111275382,-14918015249032,-7795988,15591976,68384224,11107212,-22214424,46991072,-8,-8109462,9261656,-4,1819153,-3917200,0,2776803,1948997,281197612767569,125176078705865
-15003426031154,25358466084202,-5530630390681,-3084488,-9253464,-130910820,6827576,20482728,-75246308,-12,-6376583,11975754,4,-4144998,6917317,0,-1706894,-771122,281197612767569,279202987733105
31288891229054,7790961719556,-14011202466097,-1747464,3494928,82976572,13181368,-26362736,18401052,8,802955,2470683,4,2701609,-9136730,0,3295342,436866,281197612767569,255219198953561
-15235090808366,27566826684649,-3279134093672,-4948152,-2474076,-148055456,-13415224,-6707612,53677152,-4,-5178839,-14528936,8,-3061610,-7955992,0,-1676903,618519,281197612767569,261382826387073
-12431367869187,-16722879687053,-41214496621424,-17489932,33041868,-15551936,-29765932,-8140564,37906496,-4,-3444054,-5762065,-4,6032570,-1874081,-4,-1408913,2498402,281197612767569,98325301761257
29590535860724,-2759678363719,-40778208316940,-18778160,-42542364,-18778160,24341456,-4811804,24341456,4,-935754,5979145,0,-6085364,-4694540,-4,-267197,4656446,281197612767569,173373032279441
27255480386989,-43113263790675,-14747688781382,-26950988,-26950988,-28131608,-5449516,-5449516,36087592,4,-5813027,-2896814,-4,-3208871,-4136088,0,-1362379,6737747,281197612767569,234811489704569
26428760303063,16364286507949,43939983874601,26434396,-19621196,-26434396,17071132,29921012,-17071132,4,5663330,1526157,0,-4267783,6608599,4,-1816923,-3379142,281197612767569,173932927800737
-18675271311661,-33018201554342,-6689304970250,-12923060,25846120,41506776,5402604,-10805208,69771032,-8,-8441224,4254682,-4,4500767,-3061006,0,1350651,3230765,281197612767569,205253085194505
-23676043334767,23016657508130,-12125542540115,-14661052,-29322104,-22995276,-7176252,-14352504,65539636,-8,-4740995,-3143515,4,-5821957,-1302652,0,-1794063,3665263,281197612767569,217019846258353
20775218963448,-21204315948979,-28389209265237,28880864,-6484684,35365548,-15460640,-35512876,20052236,4,5092376,-3318225,-4,-79317,-5523162,-4,3785843,1697054,281197612767569,173232430272665
-21582313632306,48786430545358,-4148932593579,16269112,16269112,4713812,5638072,5638072,-67571180,-4,11628617,1056824,4,5264178,121629,0,1409518,-4067278,281197612767569,40971486038209
-1023521604773,12039215668947,-70368744177664,-30072468,-7155892,0,5312140,-36175508,0,0,-9043877,1788973,0,-1328035,-7518117,-4,-95666,-1312277,281197612767569,250407468278057
14624762010218,11773408049089,55743982167446,27623848,-5391612,-27623848,8529320,39093508,-8529320,4,8098933,-87670,0,-2132330,6905962,4,-1674444,-1435573,281197612767569,75544535970769
22462523381917,-47906220795747,-671315412870,-1356172,-1356172,53459432,-20846700,-20846700,-8440792,4,-1386879,-9101874,-4,-723319,-4262984,0,5211675,-339043,281197612767569,278023562488505
176249602114,-70368744177664,14586524205523,-8472312,0,22371148,1480072,0,128983564,0,-32245891,5592787,-4,-4065,453058,0,370018,2118078,281197612767569,89083797110753
-3532281699562,-27108159690951,-43260584486713,-23497640,16160996,-16160996,-21557864,-33088572,33088572,0,-8272143,-4040249,-4,3728516,-3408603,-4,-1660950,2465807,281197612767569,163303028145481
-327420916375,4030305472476,-70368744177664,-21532252,27610992,0,-11461596,-37591696,0,0,-9397924,-6902748,0,2865399,-5383063,-4,207841,-276192,281197612767569,72622763506929
9776644989096,30296049594284,-10440599644535,-4267360,2133680,-161802716,-12511328,6255664,53295940,4,-5968450,-17336199,8,1387085,5778281,0,-1563916,533420,281197612767569,103719257614553
-29476246242959,-11416251691746,1478611164666,6947268,-13894536,-69578776,-12771196,25542392,-34156696,-8,1251174,-2895012,-4,-3644000,7249841,0,-3192799,-1736817,281197612767569,242503385529089
27621018738683,15126706700298,-13430544217585,13251564,-26503128,9702460,2086924,-4173848,-83435556,8,4683053,-743175,4,-8087918,-1584395,0,521731,-3312891,281197612767569,116176173710697
-10545007757996,59823736419668,-5664648168123,-16775856,-16775856,33898772,-11779760,-11779760,-43311084,-4,-9442257,-6867118,4,-1385514,-1607575,0,2944940,-4193964,281197612767569,263645311519249
33043998052774,-37324746124890,8485417293107,16969368,16969368,-12703540,8842840,8842840,59729068,4,8186900,1172979,-4,6745367,2002906,0,-2210710,4242342,281197612767569,269403634699001
-19698272183719,-50670471993945,14353508727723,4187492,-4187492,49472172,22962852,-22962852,2417260,-4,735816,8692329,-4,1340131,-3675714,0,5740713,-1046873,281197612767569,277334381345313
-28193212076142,-10756979024337,42175532101522,2700872,33348796,2700872,-31626744,26356700,-31626744,-4,2740562,-5100121,0,7906686,675218,4,3848613,-3237078,281197612767569,221310243938697
-21651901349687,-48716842827977,-1889659353570,-16072924,16072924,-37494664,-17036636,17036636,30306680,-4,-5131015,-6597368,-4,2445655,2776298,0,-4259159,4018231,281197612767569,162544506542897
10779675560791,-48809393056082,9640687682548,4256092,8512184,82100176,12521276,25042552,-23002544,8,3131052,14528194,-4,1309792,2998425,0,3130319,-1064023,281197612767569,23249925804313
19734744504191,-30899255169282,-9080059218120,-10255876,-20511752,-45941536,3718716,7437432,-93122848,8,-10462596,4381602,-4,-6409058,3551891,0,-929679,-2563969,281197612767569,61554057772353
27433252932037,42935491245627,10808577428812,5272340,-5272340,44664112,21863412,-21863412,-28334672,4,3482550,7015409,4,-3601118,-4150619,0,5465853,-1318085,281197612767569,274807456197033
-22593104924168,-25182534329328,18867965653303,9955296,-19910592,-51443492,13305824,-26611648,44338396,-8,2182949,5937117,-4,-4450825,-3461878,0,-3326456,2488824,281197612767569,89336215138385
10883106298948,29742818939358,8932630770465,-13115120,6557560,52373636,-3874928,1937464,-156220892,4,-16568991,-5326098,8,5917241,2441213,0,484366,-1639390,281197612767569,128568344394553
9409881713801,-23087236620508,-37871625843355,-36540892,-11768688,-24772204,3139684,31823248,-28683564,4,-6634417,448432,-4,-536474,5744619,-4,-1321395,-3390604,281197612767569,61424673981537
11839915632399,58528828545265,24773339548357,-6193092,6193092,-43550956,-23797156,23797156,14453364,4,-910928,-9600889,4,2702413,1286850,0,-5949289,1548273,281197612767569,164217843422665
28297943043851,-42070801133813,13902762479382,22065196,22065196,-35707816,13843884,13843884,28622680,4,4961888,4247231,-4,2193782,4679723,0,-3460971,5516299,281197612767569,93033616099697
