l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
3016302861945,-70368744177664,-33262932517075,16807396,0,4925620,851684,0,-66738764,0,16684691,1231405,-4,614530,2038975,0,212921,-4201849,281197612767569,149446172119441
-29931709128136,-40437035049528,5245104425037,7907552,-7907552,-40481484,25852896,-25852896,10032980,-4,959598,5962971,-4,-1548647,-4157400,0,-6463224,1976888,281197612767569,202119655939705
-7381506371926,318322113379,70368744177664,5198504,34931084,0,-29507800,18305356,0,0,4576339,-8732771,0,7376950,1299626,4,446676,-921925,281197612767569,60604806756769
-5376327069379,26332592985339,70368744177664,15315188,-38598676,0,-18780588,-26182772,0,0,6545693,-9649669,0,-4695147,-3828797,4,2257070,695513,281197612767569,203089656950025
22835730924994,-47533013252670,24674689937765,9424648,9424648,-47017580,-21444088,-21444088,-12483308,4,3987905,-7113730,-4,-867078,-4640665,0,-5361022,-2356162,281197612767569,122874072453809
19225861851669,20618305769754,-51142882325995,-19909548,-32203672,-19909548,27665908,-11801176,27665908,4,-117673,7309672,0,-6916477,-4977387,-4,-2832621,741246,281197612767569,244276497831065
30109598437486,40259145740178,7049316945745,15976888,-15976888,-23668412,-2618824,2618824,-66590972,4,9590041,-2985146,4,-7057702,2931957,0,-654706,-3994222,281197612767569,220240757238977
35239287060089,-35129457117575,-31878004975331,12309988,12309988,-37072780,-26297276,-26297276,-12265388,4,-1447476,-6021013,-4,4513823,-3247182,0,-6574319,-3077497,281197612767569,112713693357353
-32944491836857,373983434840,-37424252340807,28978460,10813792,-28978460,9675548,42463584,-9675548,-4,5633003,-1399274,0,-2418887,7244615,-4,-4982893,1304174,281197612767569,235138671450065
34187605230855,-36181138946809,-17585597824095,-9889764,-9889764,48982660,-13835908,-13835908,-45317596,4,-4960759,-6914170,-4,-6368640,-5331495,0,3458977,-2472441,281197612767569,15736738410169
-34668771283143,-35699972894521,11448445992601,-7292700,7292700,-55478684,18156836,-18156836,-16260444,-4,-2800835,6739844,-4,1264276,-7129827,0,-4539209,-1823175,281197612767569,232339284961
-17080659121117,8852001115908,-53288085056547,-6830964,-39932912,6830964,28171820,-134256,-28171820,-4,-911382,7345167,0,-7042955,-1707741,-4,-877818,-2638061,281197612767569,91863819583817
-27564405678039,-18606441460673,42804338499625,27245732,-6007556,27245732,6444836,39902844,6444836,-4,6494113,-887456,0,-1611209,6811433,4,3481598,2389345,281197612767569,209929134596337
17215130937405,53153613240259,-16150029024670,-16839436,16839436,28000648,17090708,-17090708,38442440,4,-6278850,6253817,4,3331760,-746345,0,4272677,4209859,281197612767569,221895160212697
3216511777391,12027877114372,70368744177664,-15315524,38434832,0,21645052,19194640,0,0,-4798660,9608708,0,5411263,3828881,4,-705584,-1093665,281197612767569,190519067172609
14886605852625,40595532472414,-6119746340098,-11674812,23349624,-10472456,-29788,59576,-96465096,8,-13911316,1002722,4,5102479,-807696,0,7447,-2918703,281197612767569,98486332621161
-15246405929960,-39875932317744,13434238816295,7630944,-15261888,-61422436,11647072,-23294144,53795228,-8,6509267,9429999,-4,-3469770,-2962805,0,-2911768,1907736,281197612767569,61846973689361
9103921595057,26663688672517,-34601133910090,2696900,-40853484,-38156584,-28526236,14645044,-13881192,4,-485341,-8636548,4,-3955639,902598,-4,-3175920,-1576823,281197612767569,231501411192569
23630588975601,46738155202063,-8502479701745,25789380,-25789380,1820732,3727108,-3727108,43920636,4,7180318,476689,4,-3799841,931872,0,-931777,6447345,281197612767569,174770184576545
30083000811773,4268671479055,40285743365891,8679412,-41707460,-8679412,-27971756,4692828,27971756,4,-247453,-5837700,0,-6992939,-2169853,4,925754,4589165,281197612767569,15062111380873
1737728370379,19473010215938,-50895733961726,-15397076,30861320,30861320,-30283348,-12425464,-12425464,0,-3106366,-7715330,4,5552484,-2593541,-4,2018353,-1255728,281197612767569,144873981017905
6421464089362,63947280088302,-13311363918101,13861960,-13861960,-21147732,-3514232,3514232,-75860980,4,17068388,-5460029,4,-1896857,-173096,0,-878558,-3465490,281197612767569,228121362863385
33494805587373,36873938590291,12781674187798,15811252,-15811252,-33286056,-18728076,18728076,-31782184,4,5013982,-3642575,4,-2931564,4678939,0,-4682019,-3952813,281197612767569,111059584950593
419989169850,34974377503907,-16829874239925,3699432,-1849716,230198572,-8116568,4058284,103631436,4,13119267,-28492484,8,330675,564675,0,1014571,462429,281197612767569,26006500289961
-2907590091415,-70368744177664,-29584222777540,20099492,0,25939184,8371620,0,-45212432,0,11303108,6484796,-4,-1346930,1844595,0,2092905,-5024873,281197612767569,16701573911633
-32494677499792,19033510592785,37874066677872,21610944,29597764,21610944,21444544,-22728732,21444544,-4,4508374,2521203,0,5361136,-5402736,4,1173809,4878238,281197612767569,151996251684665
-15347146082163,55021598095501,-14298244565130,-17691084,-17691084,17450456,3357044,3357044,60330840,-4,-11963760,2512481,4,-3118950,1850133,0,839261,4422771,281197612767569,169475595610209
-14969153806447,33308487417710,-37060256759954,-32826812,-1538632,-1538632,14119972,-33636360,-33636360,0,-8409090,384658,4,-3647918,-4240299,-4,117925,-3966404,281197612767569,182282065598921
-7534247495083,-5876337237361,1992161785172,521556,-1216964,1327891792,-2431020,5672380,286773072,-28,6027092,-27713709,-12,-7658856,35547403,0,202585,43463,281197612767569,271536449596785
24787817320121,-45580926857543,19561941551887,16922340,16922340,-16510916,5309444,5309444,61352988,4,10304252,1497643,-4,5033995,2630086,0,-1327361,4230585,281197612767569,184423218679129
-11407063162503,58961681015161,27249106017547,2458084,2458084,52226092,-21157724,-21157724,8508524,-4,3830557,-10702044,4,-1703426,-2354479,0,5289431,614521,281197612767569,210172141826945
-28303622235092,-42065121942572,-14867662997999,14696624,-14696624,28079172,-9633488,9633488,58203812,-4,8189442,-4972585,-4,-6361511,2047208,0,2408372,3674156,281197612767569,273111177030121
4626682639186,-70368744177664,-4546733341931,-15973048,0,-26339244,-11649208,0,51278164,0,-12819541,-6584811,-4,-654701,-690962,0,-2912302,3993262,281197612767569,42583847013009
8144220592714,54080302992236,3573046459947,9437480,-18874960,60419244,7646056,-15292112,-70350452,8,13322443,11848059,4,-2132585,-1628376,0,1911514,-2359370,281197612767569,271103630573433
7584788211295,-55199167755074,-7386317742017,5979516,11959032,-87513860,7894076,15788152,72758204,8,13854077,17475889,-4,2167737,2201288,0,-1973519,1494879,281197612767569,14320714613409
-3592167365133,22733891626177,70368744177664,17853388,-29004028,0,16958572,35513316,0,0,8878329,7251007,0,-4239643,4463347,4,1822912,-1071817,281197612767569,219777297735177
-16090603206159,-12443879073790,54278140971505,9847748,-37611512,9847748,-24576700,-20464888,-24576700,-4,5032865,-6817440,0,-6144175,-2461937,4,83357,-2585438,281197612767569,169628105534385
-22293923143279,-10478043932700,48074821034385,-5627324,-35696752,-5627324,-32064668,-3323888,-32064668,-4,1761330,-6306345,0,-8016167,1406831,4,-930358,-2617843,281197612767569,219411774576025
3786698891875,-70368744177664,-15813837967761,-15753844,0,30678460,-9423156,0,-53117956,0,-13279489,-7669615,-4,-1244011,472364,0,2355789,-3938461,281197612767569,40784589149633
17820005060231,-34728734057202,3512620233754,-6734308,-13468616,82520168,-9874500,-19749000,-46189528,8,-5945376,-10013362,-4,-2801003,-5308340,0,2468625,-1683577,281197612767569,55315191248425
16103356952051,13927430990608,-54265387225613,-19100724,34630720,-19100724,21439948,20073536,21439948,4,-4930817,5731328,0,5359987,4775181,-4,-87567,2926352,281197612767569,231511213134033
4718575542367,13054865196862,-70368744177664,-19323524,25847032,0,22137308,28655032,0,0,-7163758,6461758,0,5534327,4830881,-4,546367,1329522,281197612767569,67252588892089
-12231286533265,58137457644399,-28619746055243,-26037828,-26037828,5978836,-240772,-240772,-43185644,-4,-8944292,1412565,4,-1852119,-2907274,0,60193,-6509457,281197612767569,43608345767137
-32312229776259,38056514401405,8156850364156,26099188,26099188,18680816,10273876,10273876,-35785616,-4,5136081,1769392,4,3810323,2900812,0,2568469,-6524797,281197612767569,252635719037513
20813264697890,11469930223213,38085549256561,-7593848,-27720268,35314116,-33364600,26471988,6892612,4,-3300977,-5189776,4,-5024130,3638753,4,3317020,1740291,281197612767569,74446754789873
-24149680392955,-46219063784709,1905653258723,-19914732,19914732,-7898228,-5347148,5347148,54415340,-4,-8971369,-1162086,-4,4632466,812471,0,-1336787,4978683,281197612767569,26452416703961
-13782148963211,-11508067486439,-70368744177664,15801812,36982884,0,-29643884,1872164,0,0,468041,-9245721,0,7410971,3950453,-4,-1303655,1164776,281197612767569,134495907334145
15412003143015,-39544737891634,-8970175199496,-231012,-462024,-97502240,-11548100,-23096200,-284448,8,-696078,-13683476,-4,383595,-5346042,0,-2887025,57753,281197612767569,112486135173737
6775615618585,63593128559079,28956240539096,11498596,-11498596,37705568,15475556,-15475556,-47169696,4,9064943,9701648,4,-2727481,275256,0,3868889,-2874649,281197612767569,89880976205585
6183382082423,64185362095241,-15996436703799,-4599332,4599332,82776868,-11774916,11774916,-32876348,4,-6827689,-19137176,4,1391398,1557041,0,2943729,-1149833,281197612767569,69986375905273
-1319281971370,-70368744177664,26047102269229,6333784,0,52660404,-20341544,0,8637172,0,2159293,-13165101,-4,1841881,832936,0,5085386,1583446,281197612767569,114641168394017
11306108909,70368744177664,-18279123288907,117684,0,160267988,7024916,0,-261324,0,65331,40066997,4,456191,-14080,0,1756229,-29421,281197612767569,165685458081417
19384889019955,-22769679583670,-50983855157709,30018764,7893288,30018764,3366732,-36621272,3366732,4,6905598,-998623,0,841683,-7504691,-4,2249720,2971945,281197612767569,108619537717297
28689481180055,-6737726304259,41679262997609,-25144740,16231412,25144740,-15875012,-34529132,15875012,4,-4732880,-3005353,0,3968753,-6286185,4,3899403,1052500,281197612767569,33889913525785
-24158802628932,36059756749023,-34308987428641,26495728,19605372,19605372,-21283856,26744764,26744764,0,6686191,-4901343,4,4889774,1546849,-4,431190,5077083,281197612767569,219724197513793
6204990287485,33929195420499,36439548757165,4662772,32457036,-32457036,34766804,542060,-542060,0,-135515,8114259,4,4512835,-1319140,4,-4178866,-153447,281197612767569,22824431287977
-33339097489373,37029646688291,2334164620207,25269388,25269388,13939388,9831564,9831564,-39132484,-4,5229632,1624257,4,4553489,1860590,0,2457891,-6317347,281197612767569,174329951456593
-2663049396398,29141955459945,-41226788717719,-3246776,-32036444,-32036444,-36271480,-11121596,-11121596,0,2780399,-8009111,4,-5207352,172447,-4,-3860518,639247,281197612767569,252580602257465
-20176780095719,30015183986226,-9414219217139,-9979804,-19959608,57034804,-6182236,-12364472,-77486220,-8,-8676313,-5414357,4,-5347621,-4422172,0,1545559,-2494951,281197612767569,265720390381921
2511748700076,62833498077436,16212385366681,-643408,1930224,197756516,5634352,-16903056,18137924,12,-5022500,44033897,4,-162673,-1801744,0,1408588,160852,281197612767569,143751280741065
25958801620752,44409942556912,-5247595329987,-7685056,7685056,-41974540,23790656,-23790656,-16564364,4,-3056990,6479293,4,1084101,-4014342,0,-5947664,-1921264,281197612767569,39481300256369
29810091599209,40558652578455,-3777695222737,21025188,-21025188,-19778372,15530180,-15530180,38940828,4,5402680,3132111,4,-4332527,-1812482,0,-3882545,5256297,281197612767569,240529236790873
22085650080722,4111793935498,4443653297283,-1046712,3140136,-138025460,-8092472,24277416,8534092,12,258602,-2065853,4,797375,10813504,0,-2023118,261678,281197612767569,165612717923457
-31452151754135,-38916592423529,11284459646190,-18250332,18250332,10107832,2020612,-2020612,60572920,-4,-8293775,2129168,-4,6849455,-397790,0,505153,4562583,281197612767569,140908268845801
-19719420541721,-22439695660865,-50649323635943,-28272740,10307324,28272740,3499676,38546940,-3499676,-4,-7215235,-399228,0,874919,7068185,-4,2421500,-2976059,281197612767569,226817789559697
28868275763229,41500468414435,10570046390035,-27341708,27341708,34164812,-8093548,8093548,-31065556,4,-4884215,-4010490,4,2882174,4530713,0,2023387,-6835427,281197612767569,32765868220537
17766351764282,17069688884818,-4968476780179,-670488,2011464,-213315148,5174632,-15523896,-32920076,12,-2270417,12900718,4,1986534,-13476023,0,-1293658,-167622,281197612767569,108675237514145
-10543452369396,10891064496979,59825291808268,-21788624,18784588,-21788624,9540272,43448812,9540272,-4,-8865563,4835580,0,2385068,5447156,4,-1996640,-139433,281197612767569,243859741380361
17296696508915,35775351159834,-15256542993915,6216652,-12433304,78304276,-12164020,24328040,27893652,8,4863903,-9278529,4,-1054755,5148770,0,3041005,1554163,281197612767569,23883126342833
8393517179778,-33726845893009,-70368744177664,804360,42892732,0,-26235832,712860,0,0,178215,-10723183,0,6558958,201090,-4,-3122368,-1375431,281197612767569,168838671619737
-24418846738913,-349370401658,-45949897438751,28867708,-18474472,-28867708,-7918916,-33934184,7918916,-4,5549477,-2980068,0,-1979729,-7216927,-4,-2934069,1638550,281197612767569,243207918911169
-21134390556451,6875477535019,49234353621213,18616180,24811692,18616180,-19978412,33852364,-19978412,-4,6409310,-3885221,0,4994603,4654045,4,2053781,-2317702,281197612767569,142164620740393
-31679161180769,-38689582996895,-6678652581191,-19916164,19916164,25634532,8140924,-8140924,46053604,-4,-6523369,3050986,-4,4990032,-3357647,0,2035231,4979041,281197612767569,40965903649233
-7332406082549,-63036338095115,-26597958783507,10912812,-10912812,42558388,14439436,-14439436,-46860588,-4,9129978,10562159,-4,-2585169,-77438,0,3609859,-2728203,281197612767569,97059146084537
21235342606814,-49133401570850,-1388201548605,20500344,20500344,-30333172,9997048,9997048,40128972,4,6955485,5395970,-4,3076758,2187323,0,-2499262,5125086,281197612767569,162099185300961
8971894218360,1332263838255,70368744177664,18127328,-24646468,0,18823904,36517084,0,0,9129271,6161617,0,-4705976,4531832,4,-1074870,-871395,281197612767569,129691018617673
2451450053407,-22639098041419,6887106097573,-2117508,-705836,351441556,9150972,3050324,76348180,4,-6215337,28249256,-12,-441034,3112621,0,762581,176459,281197612767569,268951124808433
-19353416935356,51015327242308,-18779788578673,-18886384,-18886384,-26433988,-13694576,-13694576,40447004,-4,-6417039,-6051056,4,-3694712,-557441,0,-3423644,4721596,281197612767569,10642006388441
-3750456494933,-4308746468850,70368744177664,21284524,-30011336,0,-9986836,-38816072,0,0,9704018,-7502834,0,-2496709,-5321131,4,364321,-725698,281197612767569,110173197578497
-29219320120326,41149424057338,-14344018574073,24758248,24758248,10426396,14633384,14633384,-39313220,-4,5001563,2785942,4,4826742,-179343,0,3658346,-6189562,281197612767569,229876386505577
20218705288976,-21076828961095,-29073209927593,-26330048,-27912476,1582428,17689664,-24008220,41697884,4,-5602115,3001538,-4,-4822356,-2605931,-4,-399940,3976581,281197612767569,3009673994257
9604626941240,12048650344553,70368744177664,-23186208,-25256540,0,18552800,-28349628,0,0,-7087407,6314135,0,-4638200,-5796552,4,1761520,130679,281197612767569,71758708101369
-27807809373165,-14753125431334,826100211676,10372172,-20744344,39096176,5209612,-10419224,-88913296,-8,4690848,1988290,-4,-8768738,-3892877,0,1302403,-2593043,281197612767569,168694515298337
-2461759359708,-70368744177664,-22785132928201,3130512,0,72536284,14601232,0,-21332228,0,5333057,18134071,-4,-1368526,-380985,0,3650308,-782628,281197612767569,98575389017993
-24923296754239,-45445447423425,-6291565107553,20853508,-20853508,2178684,7363204,-7363204,-53221636,-4,8428298,817879,-4,-4877111,273208,0,1840801,-5213377,281197612767569,70590354436401
353941433600,-19932288069201,-50436456108463,-18697216,35236540,-35236540,28398592,6697884,-6697884,0,-1674471,8809135,-4,5080216,3394593,-4,-2019432,-1279711,281197612767569,225316825995033
-15734784931645,54633959246019,5243478737494,1750796,1750796,63566168,-17352116,-17352116,13075416,-4,2861168,-12305503,4,407686,-3586039,0,4338029,437699,281197612767569,147426743710529
-3671944019439,15120569464534,70368744177664,-26893244,30917464,0,17802660,21398936,0,0,-5349734,7729366,0,4450665,6723311,4,-1235499,-1041350,281197612767569,83311615528873
26402268626430,8614211720691,-43966475551234,26034168,-2151476,26034168,-12036104,-42252340,-12036104,4,6968179,460684,0,-3009026,-6508542,-4,3594906,-998553,281197612767569,221046442083921
-19250810757461,22779214800745,-51117933420203,32272044,-11478620,-32272044,915596,34562116,-915596,-4,6202638,4696315,0,-228899,8068011,-4,-2437891,1826660,281197612767569,137406226923833
31427994962939,-38940749214725,-17917904014578,7791596,7791596,38851640,30487212,30487212,7518136,4,900631,4878952,-4,-2780165,4833958,0,7621803,-1947899,281197612767569,136175892904545
-12295913670587,-26333587985410,58072830507077,-19714796,34928632,-19714796,-19003276,-23441352,-19003276,-4,-6614194,-5361909,0,4750819,-4928699,4,753856,-3370249,281197612767569,27732664695753
24872825936367,-767814998130,45495918241297,30329788,-11950536,-30329788,-7482564,-34173640,7482564,4,5503210,-2014347,0,-1870641,-7582447,4,-3040200,973287,281197612767569,69228491366257
-884109036333,-70368744177664,17036248430521,12855116,0,-46933276,-12735572,0,-41086972,0,10271743,-11733319,-4,-899873,-630638,0,-3183893,-3213779,281197612767569,228215652618073
-4336811559453,-8028812000428,-70368744177664,-5236,-36094640,0,31191500,-10302384,0,0,-2575596,9023660,0,-7797875,-1309,-4,1048442,-555977,281197612767569,50367570625921
10050649743200,60318094434464,-1304496766985,1572224,-1572224,-53984292,-20954752,20954752,3388540,4,-823255,-11575738,4,23880,1920335,0,-5238688,-393056,281197612767569,195709972712425
-21351431957005,-24810347021840,49017312220659,28257228,22751168,28257228,18666188,-24815680,18666188,-4,2676200,6452697,0,4666547,-7064307,4,3527720,-764905,281197612767569,252486549699729
22038426632259,26291890913146,20223516659067,3839244,-7678488,66382316,15771884,-31543768,-20557620,8,-346131,6752297,4,-2742768,-4921641,0,3942971,-959811,281197612767569,46820886528377
10294721578472,60074022599192,-27291916656721,14120864,-14120864,-17767748,4331936,-4331936,74282364,4,15433747,5161260,4,-3136844,719323,0,-1082984,3530216,281197612767569,271034455463073
14649727138843,55719017038821,30295120887479,-7592852,7592852,61226716,-14968820,14968820,-27579652,4,-7070587,-11302838,4,-175674,4003841,0,3742205,-1898213,281197612767569,184802315288585
-23645792568695,23077159040274,5550660575368,-678364,-1356728,-135241184,8211364,16422728,-22680032,-8,-2183312,11061202,4,-1743348,11374547,0,-2052841,-169591,281197612767569,21819797904817
-30791066736541,39577677441123,5600778897194,-25709172,-25709172,-2149208,-5349652,-5349652,-44240920,-4,-6114187,-209364,4,-4946043,746666,0,1337413,-6427293,281197612767569,184726398605209
